rank,name,forbes_id,net_worth,age,age_range,country,source,industry,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
1104,Timm Oberwelland,timm-oberwelland,2.7,,0,Germany,Candy,Food & Beverage,,Candy,,,,Germany,Married,,,,,,,0
1104,Dan Olsson,dan-olsson,2.7,76.0,8,Sweden,Diversified,Diversified,76.0,Diversified,,,"Gothenburg, Sweden",Sweden,Married,,,,,,,0
1104,Yuji Otsuka,yuji-otsuka-1,2.7,69.0,7,Japan,"Copy machines, software",Technology,69.0,"Copy machines, software",,,"Tokyo, Japan",Japan,,,,,,,,0
1104,Pan Dong,pan-dong-1,2.7,58.0,6,Canada,Consumer goods,Fashion & Retail,58.0,"Consumer goods, Self Made",,,"Hong Kong, Hong Kong",Canada,Married,,"Master of Business Administration, Lawrence Technological University; Bachelor of Science, Wuhan University; Master, Wuhan University",1.0,1.0,0.0,0.0,1
1104,Karsanbhai Patel,karsanbhai-patel,2.7,79.0,8,India,Consumer goods,Diversified,79.0,"Consumer goods, Self Made",,,"Ahmedabad, India",India,Married,3.0,,,,,,1
1104,Richard Peery,richard-peery,2.7,84.0,9,United States,Real estate,Real Estate,84.0,"Real estate, Self Made",8.0,2.0,"Palo Alto, California",United States,Married,4.0,"Bachelor of Arts/Science, Brigham Young University",1.0,0.0,0.0,0.0,1
1104,Gianfelice Rocca,gianfelice-rocca-1,2.7,75.0,8,Italy,Pipe Manufacturing,Metals & Mining,75.0,Pipe Manufacturing,,,,Italy,,,,,,,,0
1104,Paolo Rocca,paolo-rocca,2.7,70.0,7,Italy,Pipe Manufacturing,Metals & Mining,70.0,Pipe Manufacturing,,,,Italy,,,,,,,,0
1104,Wayne Rothbaum,wayne-rothbaum,2.7,55.0,6,United States,Biotech investing,Healthcare,55.0,"Biotech investing, Self Made",,,"Delray Beach, Florida",United States,Married,3.0,"Master of Arts, George Washington University; Bachelor of Arts/Science, State University of New York at Binghamton",1.0,1.0,0.0,0.0,1
1104,Jeff Rothschild,jeff-rothschild,2.7,68.0,7,United States,Facebook,Technology,68.0,"Facebook, Self Made",6.0,1.0,"Palo Alto, California",United States,Married,3.0,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",1.0,1.0,0.0,0.0,1
1104,Raj Sardana,raj-sardana,2.7,63.0,7,United States,Technology services,Technology,63.0,"Technology services, Self Made",,,"Atlanta, Georgia",United States,Married,3.0,,,,,,1
1104,Christiane Schoeller,christiane-schoeller,2.7,,0,Germany,Publishing,Media & Entertainment,,Publishing,,,,Germany,,,,,,,,0
1104,Salil Singhal,salil-singhal-1,2.7,75.0,8,India,Agrochemicals,Manufacturing,76.0,Agrochemicals,,,"Delhi, India",India,Married,3.0,,,,,,0
1104,Alexander Skorobogatko,alexander-skorobogatko,2.7,55.0,6,Russia,"Real estate, airport",Logistics,55.0,"Real estate, airport, Self Made",,,"Moscow, Russia",Russia,Divorced,3.0,"Master of Science, Plekhanov Russian University of Economics",0.0,1.0,0.0,0.0,1
1104,Evan Spiegel,evan-spiegel,2.7,32.0,4,United States,Snapchat,Technology,33.0,"Snapchat, Self Made",8.0,2.0,"Los Angeles, California",United States,Married,3.0,"Bachelor of Science, Stanford University",1.0,0.0,0.0,0.0,1
1104,Glen Taylor,glen-taylor,2.7,81.0,9,United States,Printing,Service,82.0,"Printing, Self Made",9.0,1.0,"Mankato, Minnesota",United States,Married,5.0,"Bachelor of Arts/Science, Minnesota State University",1.0,0.0,0.0,0.0,1
1104,Thomas Tull,thomas-tull,2.7,52.0,6,United States,"Movies, investments",Media & Entertainment,53.0,"Movies, investments, Self Made",9.0,2.0,"Pittsburgh, Pennsylvania",United States,Married,,"Bachelor of Arts/Science, Hamilton College",1.0,0.0,0.0,0.0,1
1104,Bulat Utemuratov,bulat-utemuratov,2.7,65.0,7,Kazakhstan,"Mining, banking, hotels",Metals & Mining,65.0,"Mining, banking, hotels, Self Made",,,"Nur-Sultan, Kazakhstan",Kazakhstan,Married,3.0,,,,,,1
1104,Gustav Magnar Witzoe,gustav-magnar-witzoe,2.7,29.0,3,Norway,Fish farming,Food & Beverage,30.0,Fish farming,,,"Kverva, Norway",Norway,Single,,,,,,,0
1104,Wong Man Li,wong-man-li,2.7,58.0,6,Hong Kong,Furniture,Manufacturing,58.0,"Furniture, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,2.0,,,,,,1
1104,Guangming Wu,guangming-wu,2.7,61.0,7,China,Medical equipment,Healthcare,61.0,"Medical equipment, Self Made",,,"Danyang, China",China,Married,1.0,"EMBA, China Europe International Business School",0.0,0.0,0.0,0.0,1
1104,Zhu Yi,zhu-yi,2.7,59.0,6,China,Pharmaceuticals,Healthcare,59.0,"Pharmaceuticals, Self Made",,,"Chengdu, China",China,,,,,,,,1
1164,Ben Ashkenazy,ben-ashkenazy,2.6,53.0,6,United States,Real estate,Real Estate,53.0,"Real estate, Self Made",8.0,,"New York, New York",United States,Married,3.0,"Drop Out, Adelphi University",0.0,0.0,0.0,1.0,1
1164,Felix Baker,felix-baker,2.6,54.0,6,United States,Biotech investing,Finance & Investments,54.0,"Biotech investing, Self Made",,,"New York, New York",United States,,,,,,,,1
1164,Julian Baker,julian-baker,2.6,56.0,6,United States,Investing,Finance & Investments,57.0,"Investing, Self Made",,,"New York, New York",United States,,,,,,,,1
1164,David Baszucki,david-baszucki,2.6,60.0,6,United States,Online games,Media & Entertainment,60.0,"Online games, Self Made",8.0,2.0,"San Francisco, California",United States,Married,4.0,"Bachelor of Arts/Science, Stanford University",1.0,0.0,0.0,0.0,1
1164,Joesley Batista,joesley-batista,2.6,51.0,6,Brazil,Beef processing,Food & Beverage,51.0,Beef processing,,,"Sao Paulo, Brazil",Brazil,Married,4.0,,,,,,0
1164,Wesley Batista,wesley-batista,2.6,50.0,5,Brazil,Beef packing,Food & Beverage,50.0,Beef packing,,,"Sao Paulo, Brazil",Brazil,Married,3.0,,,,,,0
1164,Yvonne Bauer,yvonne-bauer,2.6,46.0,5,Germany,"Magazines, media",Media & Entertainment,46.0,"Magazines, media",,,"Hamburg, Germany",Germany,Married,,,,,,,0
1164,Miriam Baumann-Blocher,miriam-baumann-blocher,2.6,48.0,5,Switzerland,Chemicals,Manufacturing,48.0,Chemicals,,,"Rheinfelden, Switzerland",Switzerland,Married,,,,,,,0
1164,Cen Junda,cen-junda,2.6,58.0,6,China,Pharmaceuticals,Healthcare,59.0,"Pharmaceuticals, Self Made",,,"Lianyungang, China",China,,,"Doctorate, Zhejiang University",0.0,0.0,1.0,0.0,1
1164,Richard Chandler,richard-chandler,2.6,64.0,7,New Zealand,Investments,Finance & Investments,64.0,Investments,,,"Singapore, Singapore",New Zealand,Married,,,,,,,0
1164,Chen Zhiping,chen-zhiping,2.6,47.0,5,China,E-cigarettes,Manufacturing,47.0,"E-cigarettes, Self Made",,,"Shenzhen, China",China,Married,,"Master, China Europe International Business School; Bachelor of Arts/Economics, Tongji University",1.0,1.0,0.0,0.0,1
1164,Fernando Chico Pardo,fernando-chico-pardo,2.6,71.0,8,Mexico,Airport management,Service,71.0,"Airport management, Self Made",,,"Mexico City, Mexico",Mexico,Married,3.0,"Master of Business Administration, Kellogg School of Management; Bachelor of Business Administration, Universidad Iberoamericana",1.0,1.0,0.0,0.0,1
1164,Ray Davis,ray-davis,2.6,81.0,9,United States,Pipelines,Energy,81.0,"Pipelines, Self Made",8.0,,"Dallas, Texas",United States,Married,3.0,"Master of Business Administration, LeTourneau University's School of Business",0.0,1.0,0.0,0.0,1
1164,Maria Del Pino,maria-del-pino,2.6,67.0,7,Spain,Construction,Construction & Engineering,67.0,Construction,,,"Madrid, Spain",Spain,Married,3.0,"Bachelor of Arts/Science, IESE Business School",1.0,0.0,0.0,0.0,0
1164,Deng Weiming & family,deng-weiming,2.6,54.0,6,China,Battery components,Manufacturing,54.0,"Battery components, Self Made",,,"Changsha, China",China,Married,,,,,,,1
1164,"John Dorrance, III.",john-dorrance-iii,2.6,79.0,8,Ireland,Campbell Soup,Food & Beverage,79.0,Campbell Soup,,,"Dublin, Ireland",Ireland,Married,2.0,,,,,,0
1164,Carl Douglas,carl-douglas,2.6,61.0,7,Sweden,Investments,Diversified,62.0,Investments,,,"Stockholm, Sweden",Sweden,,,"Bachelor of Arts/Science, Middlebury College",1.0,0.0,0.0,0.0,0
1164,Eric Douglas,eric-douglas,2.6,54.0,6,Sweden,Investments,Diversified,55.0,Investments,,,"Stockholm, Sweden",Sweden,Married,,"Bachelor of Arts/Economics, Lund University",1.0,0.0,0.0,0.0,0
1164,Fiona Geminder,fiona-geminder,2.6,58.0,6,Australia,Manufacturing,Manufacturing,58.0,Manufacturing,,,"Melbourne, Australia",Australia,Married,4.0,"Bachelor of Arts/Science, Monash University; LLB, Monash University",1.0,0.0,0.0,0.0,0
1164,Stewart Horejsi & family,stewart-horejsi,2.6,85.0,9,United States,Berkshire Hathaway,Finance & Investments,85.0,"Berkshire Hathaway, Self Made",,,"Phoenix, Arizona",United States,Divorced,2.0,,,,,,1
1164,Hou Juncheng,hou-juncheng,2.6,58.0,6,China,Cosmetics,Healthcare,58.0,"Cosmetics, Self Made",,,"Hangzhou, China",China,,,,,,,,1
1164,Zhenda Huang & family,zhenda-huang,2.6,75.0,8,China,Construction,Construction & Engineering,75.0,"Construction, Self Made",,,"Shantou, China",China,Married,,,,,,,1
1164,Dmitry Kamenshchik,dmitry-kamenshchik,2.6,54.0,6,Russia,Airport,Service,55.0,"Airport, Self Made",,,"Moscow, Russia",Russia,Single,,"Master of Arts/Science, Moscow State University",0.0,1.0,0.0,0.0,1
1164,Alicia Koplowitz,alicia-koplowitz,2.6,69.0,7,Spain,"Construction, investments",Finance & Investments,69.0,"Construction, investments",,,"Madrid, Spain",Spain,Divorced,3.0,,,,,,0
1164,Adam Kwok,adam-kwok,2.6,40.0,4,Hong Kong,Real estate,Real Estate,40.0,Real estate,,,"Hong Kong, Hong Kong",Hong Kong,,,"Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Stanford University",1.0,1.0,0.0,0.0,0
1164,Henry Laufer,henry-laufer,2.6,77.0,8,United States,Hedge funds,Finance & Investments,78.0,"Hedge funds, Self Made",8.0,,"Lake Worth, Florida",United States,Married,,"Bachelor of Arts/Science, City College of New York; Doctorate, Princeton University",1.0,0.0,1.0,0.0,1
1164,Louis Le Duff,louis-le-duff,2.6,76.0,8,France,Bakeries,Food & Beverage,77.0,"Bakeries, Self Made",,,"Paris, France",France,Married,2.0,,,,,,1
1164,Mark Leonard & family,mark-leonard,2.6,66.0,7,Canada,Software,Technology,67.0,"Software, Self Made",,,"Toronto, Canada",Canada,,,"Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business; Bachelor of Arts/Science, University of Guelph",1.0,1.0,0.0,0.0,1
1164,Li Guoqiang,li-guoqiang,2.6,59.0,6,China,Auto dealerships,Automotive,59.0,"Auto dealerships, Self Made",,,"Beijing, China",China,Married,,,,,,,1
1164,Li Yongxin,li-yongxin,2.6,47.0,5,China,Education,Service,47.0,"Education, Self Made",,,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Peking University",1.0,0.0,0.0,0.0,1
1164,Peter Lim,peter-lim,2.6,69.0,7,Singapore,Investments,Finance & Investments,70.0,"Investments, Self Made",,,"Singapore, Singapore",Singapore,Married,2.0,,,,,,1
1164,Lu Weiding,lu-weiding,2.6,52.0,6,China,Diversified,Diversified,52.0,Diversified,,,"Hangzhou, China",China,,,,,,,,0
1164,Sergio Mantegazza,sergio-mantegazza,2.6,95.0,10,Switzerland,Travel,Service,95.0,"Travel, Self Made",,,"Lugano, Switzerland",Switzerland,Married,2.0,,,,,,1
1164,Hans Melchers,hans-melchers,2.6,84.0,9,Netherlands,"Chemicals, investments",Finance & Investments,85.0,"Chemicals, investments, Self Made",,,"Vorden, Netherlands",Netherlands,Married,2.0,,,,,,1
1164,C. Dean Metropoulos,c-dean-metropoulos,2.6,76.0,8,United States,Investments,Food & Beverage,77.0,"Investments, Self Made",8.0,1.0,"Palm Beach, Florida",United States,Married,2.0,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Babson College",1.0,1.0,0.0,0.0,1
1164,Hans Georg Naeder,hans-georg-naeder,2.6,61.0,7,Germany,Prosthetics,Manufacturing,61.0,Prosthetics,,,"Duderstadt, Germany",Germany,Divorced,2.0,,,,,,0
1164,Falguni Nayar,falguni-nayar,2.6,60.0,6,India,Retailing,Fashion & Retail,60.0,"Retailing, Self Made",,,"Mumbai, India",India,Married,2.0,"Master of Business Administration, Indian Institute of Management, Ahmedabad; B.Com, Mumbai University",0.0,1.0,0.0,0.0,1
1164,James Packer,james-packer,2.6,55.0,6,Australia,Investments,Finance & Investments,55.0,Investments,,,"Los Angeles, California",Australia,Divorced,3.0,,,,,,0
1164,Alexander Ponomarenko,alexander-ponomarenko,2.6,58.0,6,Russia,"Real estate, airport",Logistics,58.0,"Real estate, airport, Self Made",,,"Moscow, Russia",Russia,Married,3.0,"Master of Science, Russian State Academy of Management; Bachelor of Arts/Science, Simferopol State University",1.0,1.0,0.0,0.0,1
1164,Nicholas Pritzker,nicholas-pritzker,2.6,79.0,8,United States,"Hotels, investments",Finance & Investments,79.0,"Hotels, investments",3.0,2.0,"Nicasio, California",United States,Married,4.0,"Bachelor of Arts/Science, Lake Forest College; Doctor of Jurisprudence, University of Chicago",1.0,0.0,0.0,0.0,0
1164,Alejandro Santo Domingo,alejandro-santo-domingo,2.6,46.0,5,United States,Beer,Food & Beverage,46.0,Beer,3.0,1.0,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Harvard University",1.0,0.0,0.0,0.0,0
1164,Steven Sarowitz,steven-sarowitz,2.6,57.0,6,United States,Payroll software,Technology,57.0,"Payroll software, Self Made",8.0,2.0,"Highland Park, Illinois",United States,Married,,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",1.0,0.0,0.0,0.0,1
1164,Maria-Elisabeth Schaeffler-Thumann,maria-elisabeth-schaeffler-thumann,2.6,81.0,9,Germany,Auto parts,Automotive,82.0,Auto parts,,,"Herzogenaurach, Germany",Germany,Married,,,,,,,0
1164,Leonard Schleifer,leonard-schleifer,2.6,70.0,7,United States,Pharmaceuticals,Healthcare,71.0,"Pharmaceuticals, Self Made",8.0,2.0,"Tarrytown, New York",United States,Married,3.0,"Bachelor of Arts/Science, Cornell University; Medical Doctor, University of Virginia; Ph.D, University of Virginia",1.0,0.0,0.0,0.0,1
1164,Dieter Schnabel,dieter-schnabel,2.6,77.0,8,Germany,Chemicals,Manufacturing,77.0,Chemicals,,,"Hamburg, Germany",Germany,Married,3.0,,,,,,0
1164,Michael S. Smith,michael-s-smith,2.6,67.0,7,United States,Liquefied natural gas,Energy,68.0,"Liquefied natural gas, Self Made",,,"Miami Beach, Florida",United States,Married,2.0,"Drop Out, University of Colorado",0.0,0.0,0.0,1.0,1
1164,Julia Thiele-Schuerhoff,julia-thiele-schuerhoff,2.6,51.0,6,Germany,"Brakes, investments",Manufacturing,51.0,"Brakes, investments",,,"Munich, Germany",Germany,Married,,,,,,,0
1164,John Tyson & family,john-tyson,2.6,69.0,7,United States,Food processing,Food & Beverage,69.0,Food processing,5.0,2.0,"Springdale, Arkansas",United States,Single,2.0,"Bachelor of Arts/Science, Southern Methodist University",1.0,0.0,0.0,0.0,0
1164,Anna Katharina Viessmann,anna-katharina-viessmann,2.6,,0,Germany,Heating and cooling equipment,Manufacturing,,Heating and cooling equipment,,,"Battenberg, Germany",Germany,,,,,,,,0
1164,Jurgen Wirtgen,jurgen-wirtgen,2.6,57.0,6,Germany,Construction Vehicles,Construction & Engineering,58.0,Construction Vehicles,,,,Germany,,,,,,,,0
1164,Stefan Wirtgen,stefan-wirtgen,2.6,52.0,6,Germany,Construction Vehicles,Construction & Engineering,53.0,Construction Vehicles,,,,Germany,,,,,,,,0
1164,Zhao Lixin,zhao-lixin,2.6,57.0,6,China,Electronics,Technology,57.0,"Electronics, Self Made",,,"Shanghai, China",China,Married,,"Master of Science in Engineering, Tsinghua University",0.0,1.0,0.0,0.0,1
1164,Hongyi Zhou,hongyi-zhou,2.6,52.0,6,China,Security software,Technology,52.0,"Security software, Self Made",,,"Beijing, China",China,Married,,"Bachelor of Science, Xi'an Jiaotong University; Master of Science, Xi'an Jiaotong University",1.0,1.0,0.0,0.0,1
1217,S. Daniel Abraham,s-daniel-abraham,2.5,98.0,10,United States,Slim-Fast,Food & Beverage,99.0,"Slim-Fast, Self Made",9.0,3.0,"Palm Beach, Florida",United States,Married,6.0,"Diploma, High School",0.0,0.0,0.0,0.0,1
1217,Bill Alfond,bill-alfond,2.5,74.0,8,United States,Shoes,Fashion & Retail,75.0,Shoes,1.0,,"Boston, Massachusetts",United States,Married,3.0,,,,,,0
1217,Susan Alfond,susan-alfond,2.5,77.0,8,United States,Shoes,Fashion & Retail,78.0,Shoes,1.0,,"Scarborough, Maine",United States,,3.0,,,,,,0
1217,Ted Alfond,ted-alfond,2.5,78.0,8,United States,Shoes,Fashion & Retail,79.0,Shoes,1.0,,"Weston, Massachusetts",United States,Married,3.0,,,,,,0
1217,Riley Bechtel & family,riley-bechtel,2.5,71.0,8,United States,"Engineering, construction",Construction & Engineering,71.0,"Engineering, construction",4.0,1.0,"San Francisco, California",United States,Married,3.0,"Doctor of Jurisprudence, Stanford University; Master of Business Administration, Stanford University; Bachelor of Arts/Science, University of Calif Davis",1.0,1.0,0.0,0.0,0
1217,Thor Bjorgolfsson,thor-bjorgolfsson,2.5,56.0,6,Iceland,Investments,Diversified,56.0,"Investments, Self Made",,,"London, United Kingdom",Iceland,Married,3.0,"Bachelor of Arts/Science, New York University",1.0,0.0,0.0,0.0,1
1217,Charles Bronfman,charles-bronfman,2.5,91.0,10,Canada,Liquor,Food & Beverage,92.0,Liquor,,,"Palm Beach, Florida",Canada,"Widowed, Remarried",2.0,"Bachelor of Arts/Science, McGill University",1.0,0.0,0.0,0.0,0
1217,Vivek Chand Burman,vivek-chand-burman,2.5,85.0,9,India,Consumer goods,Food & Beverage,86.0,Consumer goods,,,"Delhi, India",India,Married,2.0,"Bachelor of Arts/Science, University of Miami",1.0,0.0,0.0,0.0,0
1217,Herb Chambers,herb-chambers,2.5,81.0,9,United States,Car dealerships,Automotive,81.0,"Car dealerships, Self Made",9.0,,"Boston, Massachusetts",United States,Single,,,,,,,1
1217,Cheng Yixiao,cheng-yixiao,2.5,39.0,4,China,Video streaming app,Media & Entertainment,39.0,"Video streaming app, Self Made",,,"Beijing, China",China,,,"Bachelor of Science in Engineering, Northeastern University; Bachelor of Engineering, Northeastern University Engineering",1.0,0.0,0.0,0.0,1
1217,Andrew Cherng,andrew-cherng-1,2.5,75.0,8,United States,Fast food,Food & Beverage,75.0,"Fast food, Self Made",9.0,,"Las Vegas, Nevada",United States,Married,3.0,,,,,,1
1217,Peggy Cherng,peggy-cherng,2.5,75.0,8,United States,Fast food,Food & Beverage,75.0,"Fast food, Self Made",9.0,,"Las Vegas, Nevada",United States,Married,3.0,"Bachelor of Arts/Science, Oregon State University; Master of Science, University of Missouri; Ph.D, University of Missouri",1.0,1.0,0.0,0.0,1
1217,Leon G. Cooperman,leon-g-cooperman,2.5,79.0,8,United States,Hedge funds,Finance & Investments,80.0,"Hedge funds, Self Made",9.0,3.0,"Boca Raton, Florida",United States,Married,2.0,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Hunter College",1.0,1.0,0.0,0.0,1
1217,Yadu Hari Dalmia & family,yadu-hari-dalmia,2.5,75.0,8,India,Cement,Manufacturing,76.0,Cement,,,"Delhi, India",India,Married,2.0,"Bachelor of Commerce, Delhi University; Chartered Accountant, Institute of Chartered Accountants of India",1.0,0.0,0.0,0.0,0
1217,Henry Davis,henry-davis,2.5,72.0,8,United States,Beef processing,Food & Beverage,72.0,Beef processing,,,"Omaha, Nebraska",United States,Divorced,,"Bachelor of Arts/Science, University of Denver",1.0,0.0,0.0,0.0,0
1217,Oleg Deripaska,oleg-deripaska,2.5,55.0,6,Russia,"Aluminum, utilities",Metals & Mining,55.0,"Aluminum, utilities, Self Made",,,"Moscow, Russia",Russia,Divorced,2.0,"Master of Science, Moscow State University; Master of Economics, Plekhanov Russian University of Economics",0.0,1.0,0.0,0.0,1
1217,Sergey Dmitriev,sergey-dmitriev,2.5,57.0,6,Cyprus,Software,Technology,57.0,"Software, Self Made",,,"Paralimni, Cyprus",Cyprus,,,"Master of Science, Saint Petersburg State University",0.0,1.0,0.0,0.0,1
1217,Joseph Edelman,joseph-edelman,2.5,67.0,7,United States,Hedge funds,Finance & Investments,68.0,"Hedge funds, Self Made",7.0,,"New York, New York",United States,Married,,"Master of Business Administration, New York University; Bachelor of Arts/Science, University of California, San Diego",1.0,1.0,0.0,0.0,1
1217,Sandeep Engineer,sandeep-engineer,2.5,61.0,7,India,Plastic pipes,Manufacturing,62.0,"Plastic pipes, Self Made",,,"Ahmedabad, India",India,Married,2.0,,,,,,1
1217,Alceu Elias Feldmann & family,alceu-elias-feldmann,2.5,73.0,8,Brazil,Fertilizer,Energy,74.0,"Fertilizer, Self Made",,,"Curitiba, Brazil",Brazil,Divorced,3.0,,,,,,1
1217,Serge Godin,serge-godin,2.5,73.0,8,Canada,Information technology,Technology,73.0,"Information technology, Self Made",,,"Westmount, Canada",Canada,Married,2.0,"Master of Business Administration, Laval University",0.0,1.0,0.0,0.0,1
1217,Alec Gores,alec-gores,2.5,70.0,7,United States,Private equity,Finance & Investments,70.0,"Private equity, Self Made",9.0,1.0,"Beverly Hills, California",United States,Married,6.0,"Bachelor of Arts/Science, Western Michigan University",1.0,0.0,0.0,0.0,1
1217,Bill Haslam,bill-haslam,2.5,64.0,7,United States,Gas stations,Fashion & Retail,65.0,Gas stations,3.0,1.0,"Knoxville, Tennessee",United States,Married,3.0,"Bachelor of Arts/Science, Emory University",1.0,0.0,0.0,0.0,0
1217,J. Tomilson Hill,j-tomilson-hill,2.5,74.0,8,United States,Investments,Finance & Investments,75.0,"Investments, Self Made",8.0,2.0,"New York, New York",United States,Married,2.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",1.0,1.0,0.0,0.0,1
1217,Jay-Z,jay-z,2.5,53.0,6,United States,Music,Media & Entertainment,53.0,"Music, Self Made",,,"New York, New York",United States,Married,3.0,,,,,,1
1217,Baba Kalyani,baba-kalyani,2.5,74.0,8,India,Engineering,Automotive,74.0,Engineering,,,"Pune, India",India,Married,1.0,"Master of Science, Massachusetts Institute of Technology",0.0,1.0,0.0,0.0,0
1217,Saban Cemil Kazanci,saban-cemil-kazanci,2.5,62.0,7,Turkey,Energy,Energy,62.0,Energy,,,"Istanbul, Turkey",Turkey,Married,1.0,,,,,,0
1217,Brad Kelley,brad-kelley,2.5,66.0,7,United States,Tobacco,Real Estate,66.0,"Tobacco, Self Made",9.0,,"Franklin, Tennessee",United States,Married,3.0,"Diploma, High School; Drop Out, Western Kentucky University",0.0,0.0,0.0,1.0,1
1217,Wolfgang Leitner,wolfgang-leitner,2.5,70.0,7,Austria,Engineering,Construction & Engineering,70.0,"Engineering, Self Made",,,"Graz, Austria",Austria,Married,2.0,,,,,,1
1217,Li Hongxin & family,li-hongxin,2.5,70.0,7,China,Paper & related products,Manufacturing,70.0,"Paper & related products, Self Made",,,"Yanzhou, China",China,Married,3.0,,,,,,1
1217,Lin Chen-hai,lin-chen-hai,2.5,76.0,8,Taiwan,Real estate,Real Estate,76.0,"Real estate, Self Made",,,"Taipei, Taiwan",Taiwan,Married,2.0,,,,,,1
1217,Lu Yiwen,lu-yiwen,2.5,36.0,4,China,Jewelry,Fashion & Retail,36.0,"Jewelry, Self Made",,,"Shenzhen, China",China,,,,,,,,1
1217,Prayudh Mahagitsiri,prayudh-mahagitsiri,2.5,77.0,8,Thailand,"Coffee, shipping",Food & Beverage,77.0,"Coffee, shipping",,,"Bangkok, Thailand",Thailand,Married,3.0,,,,,,0
1217,Willy Michel,willy-michel,2.5,76.0,8,Switzerland,Medical devices,Healthcare,76.0,"Medical devices, Self Made",,,"Burgdorf, Switzerland",Switzerland,Married,3.0,,,,,,1
1217,Lachhman Das Mittal,lachhman-das-mittal,2.5,92.0,10,India,Tractors,Automotive,92.0,Tractors,,,"Delhi, India",India,Widowed,5.0,"Bachelor of Arts/Science, Punjab University; Master of Arts, Punjab University",1.0,1.0,0.0,0.0,0
1217,Bobby Murphy,bobby-murphy,2.5,34.0,4,United States,Snapchat,Technology,35.0,"Snapchat, Self Made",8.0,1.0,"Venice, California",United States,Single,,"Bachelor of Arts/Science, Stanford University",1.0,0.0,0.0,0.0,1
1217,Tomas Olivo Lopez,tomas-olivo-lopez,2.5,49.0,5,Spain,Shopping centers,Real Estate,49.0,"Shopping centers, Self Made",,,"Marbella, Spain",Spain,Separated,3.0,,,,,,1
1217,Eren Ozmen,eren-ozmen,2.5,64.0,7,United States,Aerospace,Manufacturing,64.0,"Aerospace, Self Made",9.0,,"Reno, Nevada",United States,Married,2.0,"Master of Business Administration, University of Nevada at Reno",0.0,1.0,0.0,0.0,1
1217,John Pritzker,john-pritzker,2.5,69.0,7,United States,"Hotels, investments",Finance & Investments,70.0,"Hotels, investments",3.0,3.0,"San Francisco, California",United States,Married,3.0,"Bachelor of Arts/Science, Menlo College",1.0,0.0,0.0,0.0,0
1217,Qiu Minxiu,qiu-minxiu,2.5,77.0,8,China,Semiconductors,Technology,77.0,"Semiconductors, Self Made",,,"Shangyu, China",China,,,,,,,,1
1217,Ferit Faik Sahenk,ferit-faik-sahenk,2.5,59.0,6,Turkey,Diversified,Diversified,59.0,Diversified,,,"Istanbul, Turkey",Turkey,Married,1.0,"Bachelor of Arts/Science, Boston College",1.0,0.0,0.0,0.0,0
1217,Wenrong Shen,wenrong-shen,2.5,77.0,8,China,Steel production,Metals & Mining,77.0,"Steel production, Self Made",,,"Zhangjiagang, China",China,Married,2.0,,,,,,1
1217,Yuzhu Shi,yuzhu-shi,2.5,60.0,6,China,"Online games, investments",Diversified,60.0,"Online games, investments, Self Made",,,"Shanghai, China",China,Divorced,1.0,"Master of Science, Shenzhen University; Bachelor of Arts/Science, Zhejiang University",1.0,1.0,0.0,0.0,1
1217,Jeff Sutton,jeff-sutton,2.5,63.0,7,United States,Real estate,Real Estate,63.0,"Real estate, Self Made",8.0,1.0,"New York, New York",United States,Married,5.0,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1.0,0.0,0.0,0.0,1
1217,"Henry Sy, Jr.",henry-sy-jr,2.5,69.0,7,Philippines,Diversified,Diversified,69.0,Diversified,,,"Manila, Philippines",Philippines,Married,2.0,"Bachelor of Science, De La Salle University",1.0,0.0,0.0,0.0,0
1217,Andrew Tan,andrew-tan,2.5,71.0,8,Philippines,Diversified,Diversified,71.0,"Diversified, Self Made",,,"Manila, Philippines",Philippines,Married,4.0,"Bachelor of Arts/Science, University of the East",1.0,0.0,0.0,0.0,1
1217,Arvind Tiku,arvind-tiku,2.5,53.0,6,India,"Oil & gas, investments",Energy,53.0,"Oil & gas, investments, Self Made",,,"Singapore, Singapore",India,Married,2.0,,,,,,1
1217,Byron Trott,byron-trott,2.5,64.0,7,United States,Investments,Finance & Investments,64.0,"Investments, Self Made",9.0,,"Winnetka, Illinois",United States,Married,,,,,,,1
1217,Donald Trump,donald-trump,2.5,76.0,8,United States,Real estate,Real Estate,77.0,Real estate,4.0,1.0,"Palm Beach, Florida",United States,Married,5.0,"Fordham University; Bachelor of Arts/Science, University of Pennsylvania",1.0,0.0,0.0,0.0,0
